rank,name,networth,age,country,source,industry
1929,Giuliana Caprotti ,$1.5 B,81,Italy,supermarkets,Food & Beverage 
1929,Marina Caprotti ,$1.5 B,44,Italy,supermarkets,Food & Beverage 
1929,Steve Case ,$1.5 B,63,United States,AOL,Technology 
1929,Safra Catz ,$1.5 B,60,United States,software,Technology 
1929,Binod Chaudhary ,$1.5 B,66,Nepal,diversified,Diversified 
1929,Chen Baohua ,$1.5 B,60,China,pharmaceutical,Healthcare 
1929,Xianbao Chen & family ,$1.5 B,62,China,food,Food & Beverage 
1929,Chung Yong-jin ,$1.5 B,53,South Korea,retail,Fashion & Retail 
1929,Steve Conine ,$1.5 B,49,United States,online retail,Technology 
1929,Eduardo Costantini ,$1.5 B,75,Argentina,real estate,Real Estate 
1929,Wenjun Dai ,$1.5 B,53,China,food,Food & Beverage 
1929,Bharat Desai ,$1.5 B,69,United States,IT consulting,Technology 
1929,Mohammed Dewji ,$1.5 B,46,Tanzania,diversified,Diversified 
1929,Mathias Doepfner ,$1.5 B,59,Germany,media,Media & Entertainment 
1929,Domenico Dolce ,$1.5 B,63,Italy,luxury goods,Fashion & Retail 
1929,Marek Dospiva ,$1.5 B,52,Czechia,investments,Finance & Investments 
1929,Fritz Draexlmaier ,$1.5 B,64,Germany,auto parts,Automotive 
1929,Henrique Dubugras ,$1.5 B,26,Brazil,fintech,Finance & Investments 
1929,Egon Durban ,$1.5 B,48,United States,private equity,Finance & Investments 
1929,Bulent Eczacibasi ,$1.5 B,72,Turkey,"pharmaceuticals, diversified",Diversified 
1929,Faruk Eczacibasi ,$1.5 B,67,Turkey,"pharmaceuticals, diversified",Diversified 
1929,Henry Engelhardt ,$1.5 B,64,United States,insurance,Finance & Investments 
1929,Ali Erdemoglu ,$1.5 B,62,Turkey,carpet,Manufacturing 
1929,Eduardo Eurnekian ,$1.5 B,89,Argentina,"airports, investments",Diversified 
1929,John Farber ,$1.5 B,96,United States,chemicals,Manufacturing 
1929,Clement Fayat & family ,$1.5 B,90,France,construction,Construction & Engineering 
1929,Daniel Feffer ,$1.5 B,62,Brazil,pulp and paper,Manufacturing 
1929,David Feffer ,$1.5 B,65,Brazil,pulp and paper,Manufacturing 
1929,Ruben Feffer ,$1.5 B,52,Brazil,pulp and paper,Manufacturing 
1929,Feng Yuxia ,$1.5 B,57,China,pharmaceuticals,Healthcare 
1929,Sergio Fogel ,$1.5 B,58,Uruguay,fintech,Finance & Investments 
1929,Pedro Franceschi ,$1.5 B,25,Brazil,fintech,Finance & Investments 
1929,Stefano Gabbana ,$1.5 B,59,Italy,luxury goods,Fashion & Retail 
1929,Yi Gao & family ,$1.5 B,53,China,pharmaceuticals,Healthcare 
1929,Geng Jianming ,$1.5 B,59,China,real estate,Real Estate 
1929,Alan Gerry ,$1.5 B,93,United States,cable television,Media & Entertainment 
1929,Balkrishan Goenka ,$1.5 B,55,India,textiles,Manufacturing 
1929,Esther Grether ,$1.5 B,86,Switzerland,art collection,Fashion & Retail 
1929,Gu Wei ,$1.5 B,57,China,consumer electronics,Manufacturing 
1929,Torstein Hagen ,$1.5 B,79,Norway,cruises,Service 
1929,Kenneth Hao ,$1.5 B,53,United States,private equity,Finance & Investments 
1929,He Zhiping ,$1.5 B,58,China,investments,Finance & Investments 
1929,Timothy Headington ,$1.5 B,71,United States,"oil & gas, investments",Energy 
1929,Ilona Herlin ,$1.5 B,57,Finland,"elevators, escalators",Manufacturing 
1929,Niranjan Hiranandani ,$1.5 B,72,India,real estate,Real Estate 
1929,Drew Houston ,$1.5 B,39,United States,cloud storage service,Technology 
1929,Huang Rulun ,$1.5 B,70,China,real estate,Real Estate 
1929,Matt Hulsizer ,$1.5 B,64,United States,fintech,Finance & Investments 
1929,Justin Ishbia ,$1.5 B,44,United States,private equity★,Finance & Investments 
1929,Peter Jackson ,$1.5 B,60,New Zealand,"movies, digital effects",Media & Entertainment 
1929,Jin Lei ,$1.5 B,56,China,pharmaceuticals,Healthcare 
1929,Jin Xin ,$1.5 B,55,China,manufacturing,Manufacturing 
1929,Conni Jonsson ,$1.5 B,61,Sweden,asset management,Finance & Investments 
1929,Jenny Just ,$1.5 B,54,United States,fintech,Finance & Investments 
1929,Ke Xiping & family ,$1.5 B,61,China,investments,Diversified 
1929,Ke Zunhong & family ,$1.5 B,67,China,pharmaceuticals,Healthcare 
1929,Sidney Kimmel ,$1.5 B,94,United States,retail,Fashion & Retail 
1929,Seth Klarman ,$1.5 B,64,United States,investments,Finance & Investments 
1929,Mustafa Rahmi Koc ,$1.5 B,91,Turkey,diversified,Diversified 
1929,Pyotr Kondrashev ,$1.5 B,72,Russia,investments,Manufacturing 
1929,Kong Jian Min ,$1.5 B,54,China,real estate,Real Estate 
1929,Hemendra Kothari ,$1.5 B,75,India,financial services,Finance & Investments 
1929,Eduard Kucera ,$1.5 B,69,Czechia,software,Technology 
1929,Christopher Kwok ,$1.5 B,36,Hong Kong,real estate,Real Estate 
1929,Edward Kwok ,$1.5 B,41,Hong Kong,real estate,Real Estate 
1929,Joe Lacob ,$1.5 B,66,United States,Golden State Warriors,Sports 
1929,Lai Jianfa ,$1.5 B,52,China,express delivery,Logistics 
1929,Manuel Lao Hernández ,$1.5 B,77,Spain,casinos,Gambling & Casinos 
1929,Lee Joon-ho ,$1.5 B,57,South Korea,online games,Technology 
1929,Manfredi Lefebvre d'Ovidio & family ,$1.5 B,68,Italy,cruises,Service 
1929,Li Jinyang ,$1.5 B,64,China,mining,Metals & Mining 
1929,Li Ming ,$1.5 B,64,China,investments,Finance & Investments 
1929,Zhen Li & family ,$1.5 B,58,China,lithium batteries,Manufacturing 
1929,Rongfu Lu ,$1.5 B,51,China,telecommunication,Telecom 
1929,Rafique Malik ,$1.5 B,71,India,footwear,Fashion & Retail 
1929,Youssef Mansour ,$1.5 B,76,Egypt,diversified,Diversified 
1929,Mao Lixiang & family ,$1.5 B,81,China,cooking appliances,Technology 
1929,David McMurtry ,$1.5 B,81,United Kingdom,manufacturing,Manufacturing 
1929,Meng Qingshan & family ,$1.5 B,73,China,chemicals,Manufacturing 
1929,Alan Miller & family ,$1.5 B,84,United States,healthcare services,Healthcare 
1929,Greg Mondre ,$1.5 B,47,United States,private equity,Finance & Investments 
1929,Massimo Moratti ,$1.5 B,76,Italy,oil refinery,Energy 
1929,Robert Mouawad ,$1.5 B,77,Lebanon,fine jewelry,Service 
1929,Ezra Nahmad ,$1.5 B,76,Monaco,art,Finance & Investments 
1929,Tadako Nakatani ,$1.5 B,64,Japan,medical diagnostic equipment,Healthcare 
1929,Kentaro Ogawa ,$1.5 B,73,Japan,restaurants,Food & Beverage 
1929,Jonathan Oringer ,$1.5 B,47,United States,stock photos,Technology 
1929,Niti Osathanugrah ,$1.5 B,48,Thailand,"energy drinks,investments",Finance & Investments 
1929,Dragos Paval ,$1.5 B,55,Romania,retail,Fashion & Retail 
1929,Zach Perret ,$1.5 B,34,United States,fintech,Finance & Investments 
1929,Karl-Johan Persson ,$1.5 B,47,Sweden,H&M,Fashion & Retail 
1929,Markus Persson ,$1.5 B,42,Sweden,computer games,Media & Entertainment 
1929,Tom Persson ,$1.5 B,37,Sweden,H&M,Fashion & Retail 
1929,Kevin Plank ,$1.5 B,49,United States,Under Armour,Fashion & Retail 
1929,Andreas Pohl ,$1.5 B,57,Germany,mutual funds,Finance & Investments 
1929,"Reinfried Pohl, Jr. ",$1.5 B,62,Germany,mutual funds,Finance & Investments 
1929,Michael Polsky ,$1.5 B,73,United States,Electric power,Energy 
1929,Qin Long ,$1.5 B,56,China,tire,Manufacturing 
1929,G. M. Rao ,$1.5 B,71,India,infrastructure,Logistics 
1929,Mike Repole ,$1.5 B,54,United States,sports drink,Food & Beverage 
1929,Fernando Roig ,$1.5 B,74,Spain,supermarkets,Fashion & Retail 
1929,Christopher Rokos ,$1.5 B,51,United Kingdom,hedge fund,Finance & Investments 
1929,Fayez Sarofim ,$1.5 B,93,United States,money management,Finance & Investments 
1929,Antonio Luiz Seabra ,$1.5 B,79,Brazil,cosmetics,Fashion & Retail 
1929,Amnon Shashua ,$1.5 B,61,Israel,automotive technology,Automotive 
1929,Yuri Shefler ,$1.5 B,54,Russia,alcohol,Food & Beverage 
1929,Mikhail Shelkov ,$1.5 B,53,Russia,titanium,Metals & Mining 
1929,Charlotte Soderstrom ,$1.5 B,45,Sweden,H&M,Fashion & Retail 
1929,Edwin Soeryadjaya ,$1.5 B,72,Indonesia,"coal, investments",Energy 
1929,Thomas Steyer ,$1.5 B,64,United States,hedge funds,Finance & Investments 
1929,Kevin Systrom ,$1.5 B,38,United States,Instagram,Technology 
1929,Tang Binsen ,$1.5 B,39,China,beverages,Food & Beverage 
1929,Hary Tanoesoedibjo ,$1.5 B,56,Indonesia,"media, real estate",Media & Entertainment 
1929,Jonathan Tisch ,$1.5 B,68,United States,"insurance, NFL team",Diversified 
1929,Wilma Tisch ,$1.5 B,94,United States,diversified,Finance & Investments 
1929,Kenny Troutt ,$1.5 B,74,United States,telecom,Telecom 
1929,Thomas von Koch ,$1.5 B,56,Sweden,asset management,Finance & Investments 
1929,Junjin Wang ,$1.5 B,53,China,airline,Service 
1929,Wang Zelong ,$1.5 B,25,China,chemicals,Metals & Mining 
1929,Myron Wentz ,$1.5 B,82,St. Kitts and Nevis,health products,Fashion & Retail 
1929,Kaiting Wu ,$1.5 B,52,Hong Kong,electronics,Telecom 
1929,Xiong Wu ,$1.5 B,46,China,software,Technology 
1929,Xu Wanmao ,$1.5 B,77,China,education,Service 
1929,Xu Zhenhua ,$1.5 B,64,China,online games,Media & Entertainment 
1929,Xue Jiping ,$1.5 B,71,China,cable,Telecom 
1929,Yang Jian ,$1.5 B,50,China,real estate,Real Estate 
1929,Justin Yuan ,$1.5 B,64,China,online games,Media & Entertainment 
1929,Xinghai Zhang & family ,$1.5 B,59,China,machinery,Manufacturing 
1929,Xuansong Zhang ,$1.5 B,50,China,supermarkets,Fashion & Retail 
1929,Zhang Yin ,$1.5 B,65,China,paper manufacturing,Manufacturing 
1929,Chengjian Zhou ,$1.5 B,56,China,fashion retail,Fashion & Retail 
2076,Radhe Shyam Agarwal ,$1.4 B,77,India,consumer goods,Fashion & Retail 
2076,Syed Mokhtar AlBukhary ,$1.4 B,70,Malaysia,"engineering, automotive",Construction & Engineering 
2076,Nerio Alessandri ,$1.4 B,60,Italy,gym equipment,Manufacturing 
2076,Patricia Angelini Rossi ,$1.4 B,68,Chile,"forestry, mining",Diversified 
2076,Tope Awotona ,$1.4 B,40,United States,software,Technology 
2076,Elena Baturina ,$1.4 B,59,Russia,"investments, real estate",Construction & Engineering 
2076,Sabrina Benetton ,$1.4 B,48,Italy,"fashion retail, investments",Fashion & Retail 
2076,Thomas Bruch ,$1.4 B,71,Germany,retail,Fashion & Retail 
2076,Marina Budiman ,$1.4 B,60,Indonesia,data centers,Technology 
2076,Stewart Butterfield ,$1.4 B,49,Canada,messaging software,Technology 
2076,Richard Chang ,$1.4 B,75,Taiwan,"real estate, electronics",Real Estate 
2076,Chen Tianqiao ,$1.4 B,48,China,online games,Technology 
2076,Chen Wenyuan & family ,$1.4 B,54,China,testing equipment,Technology 
2076,Cheng Antares ,$1.4 B,64,Hong Kong,liquor,Food & Beverage 
2076,Chin Jong Hwa ,$1.4 B,63,Taiwan,auto parts,Automotive 
2076,Cho Jyh-jer ,$1.4 B,64,Taiwan,semiconductors,Technology 
2076,Jim Crane ,$1.4 B,68,United States,"logistics, baseball",Sports 
2076,Thierry Cruanes ,$1.4 B,54,United States,software,Technology 
2076,Benoit Dageville ,$1.4 B,55,United States,software,Technology 
2076,Weili Dai ,$1.4 B,60,United States,semiconductors,Technology 
2076,Darwin Deason ,$1.4 B,81,United States,software,Service 
2076,Diego Della Valle ,$1.4 B,68,Italy,shoes,Fashion & Retail 
2076,Deng Yingzhong ,$1.4 B,71,China,paper,Manufacturing 
2076,Ding Shui Po ,$1.4 B,51,China,"sneakers, sportswear",Fashion & Retail 
2076,Mark Dixon ,$1.4 B,62,United Kingdom,office real estate,Real Estate 
2076,Du Shuanghua ,$1.4 B,57,China,steel,Manufacturing 
2076,Mukand Lal Dua ,$1.4 B,73,India,footwear,Fashion & Retail 
2076,Ramesh Kumar Dua ,$1.4 B,68,India,footwear,Fashion & Retail 
2076,Fan Minhua ,$1.4 B,60,China,pharmaceuticals,Healthcare 
2076,Hongbo Fang ,$1.4 B,55,China,home appliances,Manufacturing 
2076,"William Foley, II. ",$1.4 B,77,United States,financial services★,Finance & Investments 
2076,Jayme Garfinkel & family ,$1.4 B,76,Brazil,insurance,Finance & Investments 
2076,Radhe Shyam Goenka ,$1.4 B,76,India,consumer goods,Fashion & Retail 
2076,Maggie Hardy Knox ,$1.4 B,56,United States,building materials,Service 
2076,Ayman Hariri ,$1.4 B,43,Lebanon,"construction, investments",Construction & Engineering 
2076,Christoph Henkel ,$1.4 B,64,Germany,consumer goods,Fashion & Retail 
2076,Daniel Hirschfeld ,$1.4 B,80,United States,fashion retail,Fashion & Retail 
2076,William Hockey ,$1.4 B,32,United States,fintech,Finance & Investments 
2076,Huang Guanlin ,$1.4 B,57,China,"textiles, apparel",Fashion & Retail 
2076,Huang Xiaofen & family ,$1.4 B,60,China,printed circuit boards,Technology 
2076,Jay-Z ,$1.4 B,52,United States,Multiple,Media & Entertainment 
2076,Yintai Jiang & family ,$1.4 B,71,China,auto parts,Automotive 
2076,Johan Johannson ,$1.4 B,55,Norway,grocery stores,Fashion & Retail 
2076,Ramesh Juneja ,$1.4 B,66,India,pharmaceuticals,Healthcare 
2076,Scott Kapnick ,$1.4 B,63,United States,private equity,Finance & Investments 
2076,Viktor Kharitonin ,$1.4 B,49,Russia,pharmaceuticals,Healthcare 
2076,Kim Jun-ki ,$1.4 B,77,South Korea,diversified,Diversified 
2076,Kim Sang-yeol ,$1.4 B,61,South Korea,construction,Construction & Engineering 
2076,Christine Knauf ,$1.4 B,64,Germany,building materials,Manufacturing 
2076,Karl Knauf ,$1.4 B,64,Germany,building materials,Manufacturing 
2076,Yogesh Kothari ,$1.4 B,73,India,specialty chemicals,Manufacturing 
2076,Kurt Krieger ,$1.4 B,74,Germany,furniture retailing,Fashion & Retail 
2076,Mustafa Kucuk ,$1.4 B,58,Turkey,fashion retail,Fashion & Retail 
2076,Sebastian Kulczyk ,$1.4 B,41,Poland,diversified,Finance & Investments 
2076,Gary Lauder ,$1.4 B,59,United States,Estée Lauder,Fashion & Retail 
2076,Art Levinson ,$1.4 B,72,United States,"Genentech, Apple",Diversified 
2076,Li Li ,$1.4 B,58,China,pharmaceuticals,Healthcare 
2076,Guangwei Liang ,$1.4 B,58,China,conglomerate,Manufacturing 
2076,Scott Lin ,$1.4 B,89,Taiwan,optical components,Technology 
2076,Jenny Lindén Urnes ,$1.4 B,51,Sweden,powdered metal,Manufacturing 
2076,Anatoly Lomakin ,$1.4 B,69,Russia,investments,Metals & Mining 
2076,Jeffrey Lorberbaum ,$1.4 B,67,United States,flooring,Manufacturing 
2076,Gary Magness ,$1.4 B,68,United States,"cable TV, investments",Media & Entertainment 
2076,Zhongwu Mao ,$1.4 B,59,China,manufacturing,Manufacturing 
2076,Ilson Mateus & family ,$1.4 B,59,Brazil,supermarkets,Fashion & Retail 
2076,Vadim Moshkovich ,$1.4 B,54,Russia,"agriculture, land",Food & Beverage 
2076,Jerry Moyes & family ,$1.4 B,78,United States,transportation,Logistics 
2076,George Alexander Muthoot ,$1.4 B,66,India,financial services,Finance & Investments 
2076,George Jacob Muthoot ,$1.4 B,69,India,financial services,Finance & Investments 
2076,George Thomas Muthoot ,$1.4 B,71,India,financial services,Finance & Investments 
2076,Sara George Muthoot ,$1.4 B,61,India,financial services,Finance & Investments 
2076,Marius Nacht ,$1.4 B,56,Israel,software,Technology 
2076,Adam Neumann ,$1.4 B,43,Israel,WeWork,Real Estate 
2076,Simon Nixon ,$1.4 B,54,United Kingdom,price comparison website,Technology 
2076,Stefan Olsson ,$1.4 B,73,Sweden,diversified,Diversified 
2076,Ranjan Pai ,$1.4 B,49,India,education,Service 
2076,Antonio Percassi ,$1.4 B,68,Italy,"real estate, diversified",Diversified 
2076,Mark Pincus ,$1.4 B,56,United States,online games,Technology 
2076,Alexey Repik ,$1.4 B,42,Russia,pharmaceuticals,Healthcare 
2076,Matthew Roszak ,$1.4 B,49,United States,cryptocurrency,Finance & Investments 
2076,Subhash Runwal ,$1.4 B,78,India,real estate,Real Estate 
2076,Carlos Sanchez ,$1.4 B,60,Brazil,generic drugs,Healthcare 
2076,Martin Selig ,$1.4 B,84,United States,real estate,Real Estate 
2076,Bhadresh Shah ,$1.4 B,70,India,engineering,Manufacturing 
2076,Shao Jianxiong ,$1.4 B,64,China,photovoltaics,Energy 
2076,Shu Ping ,$1.4 B,52,Singapore,restaurants,Food & Beverage 
2076,Ben Silbermann ,$1.4 B,39,United States,social media,Media & Entertainment 
2076,Jared Smith ,$1.4 B,47,United States,cloud computing,Technology 
2076,Sun Qinghuan ,$1.4 B,48,China,lighting,Technology 
2076,Denis Sverdlov ,$1.4 B,43,Russia,electric vehicles,Automotive 
2076,Prachak Tangkaravakoon ,$1.4 B,78,Thailand,paints,Manufacturing 
2076,Lina Tombolato ,$1.4 B,74,Italy,financial services,Finance & Investments 
2076,Tong Jinquan ,$1.4 B,67,China,real estate,Real Estate 
2076,Luiza Helena Trajano ,$1.4 B,70,Brazil,retail chain,Fashion & Retail 
2076,John Van Lieshout ,$1.4 B,76,Australia,real estate,Real Estate 
2076,Vardis Vardinoyannis & family ,$1.4 B,89,Greece,oil and gas,Energy 
2076,Jens von Bahr ,$1.4 B,51,Sweden,gambling products,Gambling & Casinos 
2076,Wang Fuji ,$1.4 B,64,China,pharmaceuticals,Healthcare 
2076,Wang Jian ,$1.4 B,68,China,healthcare services,Technology 
2076,Werner O. Weber ,$1.4 B,83,Switzerland,electronic components,Manufacturing 
2076,Wei Lidong & family ,$1.4 B,46,China,software,Technology 
2076,Drorit Wertheim ,$1.4 B,66,Israel,Coca Cola Israel,Food & Beverage 
2076,Bo Wu ,$1.4 B,67,China,machinery,Manufacturing 
2076,Eugene Wu ,$1.4 B,76,Taiwan,finance,Finance & Investments 
2076,Wu Xushun & family ,$1.4 B,73,China,internet,Diversified 
2076,Wenbo Xiang ,$1.4 B,59,China,manufacturing,Manufacturing 
2076,Swift Xie ,$1.4 B,42,China,drones,Technology 
2076,Xu Bingzhong ,$1.4 B,48,China,bars,Food & Beverage 
2076,Xu Shaochun ,$1.4 B,59,China,software,Technology 
2076,Yan Junxu ,$1.4 B,52,China,Manufacturing,Manufacturing 
2076,George Yancopoulos ,$1.4 B,62,United States,pharmaceuticals,Healthcare 
2076,Gavril Yushvaev ,$1.4 B,64,Russia,"precious metals, real estate",Finance & Investments 
2076,Zhuo Jun ,$1.4 B,56,Hong Kong,printed circuit boards,Manufacturing 
2076,Fredrik Österberg ,$1.4 B,51,Sweden,gambling products,Gambling & Casinos 
2190,Alberto Alcocer ,$1.3 B,79,Spain,investments,Finance & Investments 
2190,Alexandra Andresen ,$1.3 B,25,Norway,investments,Diversified 
2190,Katharina Andresen ,$1.3 B,26,Norway,investments,Diversified 
2190,Rutger Arnhult ,$1.3 B,54,Sweden,real estate,Real Estate 
2190,Anant Asavabhokin ,$1.3 B,71,Thailand,real estate,Real Estate 
2190,Mehmet Aydinlar ,$1.3 B,65,Turkey,hospitals,Healthcare 
2190,Binny Bansal ,$1.3 B,39,India,flipkart,Technology 
2190,Sachin Bansal ,$1.3 B,40,India,flipkart,Fashion & Retail 
2190,Barbara Benetton ,$1.3 B,52,Italy,"fashion retail, investments",Fashion & Retail 
2190,Othman Benjelloun & family ,$1.3 B,89,Morocco,"banking, insurance",Finance & Investments 
2190,Angela Bennett ,$1.3 B,78,Australia,mining,Metals & Mining 
2190,Oleg Boyko ,$1.3 B,57,Russia,diversified,Diversified 
2190,Anna Maria Braun ,$1.3 B,43,Germany,medical technology,Healthcare 
2190,Edouard Carmignac ,$1.3 B,74,France,asset management,Finance & Investments 
2190,Anthony Casalena ,$1.3 B,39,United States,software,Technology 
2190,Chang Jing ,$1.3 B,39,China,technology,Technology 
2190,Jeffrey Cheah ,$1.3 B,77,Malaysia,"property, healthcare",Real Estate 
2190,Chen Shiliang ,$1.3 B,58,China,polyester,Manufacturing 
2190,Yuantai Chen ,$1.3 B,54,China,batteries,Energy 
2190,Cheng Xianfeng ,$1.3 B,53,China,pharmaceuticals,Healthcare 
2190,Chu Jian ,$1.3 B,59,China,Manufacturing,Manufacturing 
2190,Chua Thian Poh ,$1.3 B,73,Singapore,real estate,Real Estate 
2190,Alberto Cortina ,$1.3 B,76,Spain,investments,Finance & Investments 
2190,Sandor Csanyi ,$1.3 B,69,Hungary,"finance, real estate",Diversified 
2190,Sasson Dayan & family ,$1.3 B,82,Brazil,banking,Finance & Investments 
2190,Anand Deshpande ,$1.3 B,59,India,technology,Technology 
2190,Richard Desmond ,$1.3 B,70,United Kingdom,publishing,Media & Entertainment 
2190,Shlomo Eliahu ,$1.3 B,86,Israel,insurance,Finance & Investments 
2190,Jose Roberto Ermirio de Moraes ,$1.3 B,64,Brazil,diversified,Diversified 
2190,Jose Ermirio de Moraes Neto ,$1.3 B,69,Brazil,diversified,Diversified 
2190,David Fattal & family ,$1.3 B,64,Israel,hotels,Service 
2190,Marvy Finger ,$1.3 B,86,United States,real estate,Real Estate 
2190,Adam Foroughi ,$1.3 B,41,United States,mobile games,Media & Entertainment 
2190,Richard Fortin ,$1.3 B,73,Canada,convinience stores,Fashion & Retail 
2190,Luiz Frias ,$1.3 B,58,Brazil,mobile payments,Technology 
2190,Susumu Fujita ,$1.3 B,48,Japan,internet media,Media & Entertainment 
2190,Simona Giorgetta ,$1.3 B,44,Italy,chemical products,Construction & Engineering 
2190,Premchand Godha ,$1.3 B,75,India,pharmaceuticals,Healthcare 
2190,Mikhail Gutseriev & brother ,$1.3 B,64,Russia,"oil, real estate",Energy 
2190,Hang Hong ,$1.3 B,54,China,machinery,Manufacturing 
2190,Alfredo Harp Helu & family ,$1.3 B,78,Mexico,"banking, investments",Finance & Investments 
2190,Jaroslav Hascak & family ,$1.3 B,52,Slovakia,investments,Finance & Investments 
2190,He Zuxun ,$1.3 B,56,China,pig breeding,Food & Beverage 
2190,David Hoffmann ,$1.3 B,69,United States,"executive search, investments",Diversified 
2190,Francis Holder ,$1.3 B,81,France,bakeries,Food & Beverage 
2190,Hu Rongda & family ,$1.3 B,63,China,chemicals,Manufacturing 
2190,Wei Huang ,$1.3 B,62,China,real estate,Real Estate 
2190,Zarakh Iliev ,$1.3 B,55,Russia,real estate,Real Estate 
2190,Mitchell Jacobson ,$1.3 B,71,United States,industrial equipment,Service 
2190,Jiang Guiting & family ,$1.3 B,63,China,manufacturing,Manufacturing 
2190,Rajeev Juneja ,$1.3 B,56,India,phamaceuticals,Healthcare 
2190,Peter Kelly ,$1.3 B,64,United Kingdom,I.T.,Technology 
2190,Kim Nam-jung ,$1.3 B,49,South Korea,food,Food & Beverage 
2190,Koon Poh Ming ,$1.3 B,65,Malaysia,aluminum,Metals & Mining 
2190,Yuri Kovalchuk ,$1.3 B,70,Russia,"banking, insurance, media",Finance & Investments 
2190,Michael Krasny ,$1.3 B,68,United States,retail,Technology 
2190,Raymond Kwok ,$1.3 B,68,Hong Kong,real estate,Real Estate 
2190,Heikki Kyostila ,$1.3 B,76,Finland,dental products,Healthcare 
2190,Lee Ho-jin ,$1.3 B,59,South Korea,diversified,Diversified 
2190,Bernard Lewis & family ,$1.3 B,96,United Kingdom,fashion retailer,Fashion & Retail 
2190,Fengluan Li ,$1.3 B,60,China,"steel, diversified",Diversified 
2190,Hua Li ,$1.3 B,44,China,financial services,Finance & Investments 
2190,Li Ruiqiang ,$1.3 B,42,China,medical services,Healthcare 
2190,Lin Zhijun ,$1.3 B,46,China,medical devices,Healthcare 
2190,Lin Zhixiong & family ,$1.3 B,48,China,medical devices,Healthcare 
2190,Liu Ming Hui ,$1.3 B,59,China,natural gas distribution,Energy 
2190,Xuejing Liu & family ,$1.3 B,71,China,"copper, poultry",Diversified 
2190,Lu Yonghua & family ,$1.3 B,58,China,electronics,Technology 
2190,Zhaoxi Lu ,$1.3 B,53,China,e-commerce,Technology 
2190,Frederic Luddy ,$1.3 B,67,United States,software,Technology 
2190,Miao Yongjun ,$1.3 B,54,China,clinical diagnostics,Healthcare 
2190,Martin Moller Nielsen ,$1.3 B,57,Denmark,aircraft leasing,Logistics 
2190,Neide Helena de Moraes ,$1.3 B,67,Brazil,diversified,Diversified 
2190,Yoshiko Mori ,$1.3 B,81,Japan,real estate,Real Estate 
2190,Mofatraj Munot ,$1.3 B,77,India,real estate,Real Estate 
2190,Randal Nardone ,$1.3 B,66,United States,"investments, energy",Finance & Investments 
2190,God Nisanov ,$1.3 B,49,Russia,real estate,Real Estate 
2190,Vadim Novinsky ,$1.3 B,58,Ukraine,steel,Metals & Mining 
2190,Satyanarayan Nuwal ,$1.3 B,69,India,industrial explosives,Manufacturing 
2190,John Ocampo ,$1.3 B,63,United States,semiconductors,Technology 
2190,Pan Gang ,$1.3 B,51,China,dairy,Food & Beverage 
2190,Forrest Preston ,$1.3 B,89,United States,health care,Healthcare 
2190,Riju Raveendran ,$1.3 B,39,India,edtech,Technology 
2190,P.P. Reddy ,$1.3 B,64,India,infrastructure,Construction & Engineering 
2190,P.V.Krishna Reddy ,$1.3 B,52,India,infrastructure,Construction & Engineering 
2190,Satish Reddy ,$1.3 B,54,India,pharmaceuticals,Healthcare 
2190,Lily Safra ,$1.3 B,84,Monaco,banking,Finance & Investments 
2190,Richard Saghian ,$1.3 B,40,United States,fast fashion,Fashion & Retail 
2190,Deniz Sahenk ,$1.3 B,76,Turkey,diversified,Diversified 
2190,Thomas Sandell ,$1.3 B,61,Sweden,hedge funds,Finance & Investments 
2190,Hajime Satomi ,$1.3 B,80,Japan,"video games, pachinko",Gambling & Casinos 
2190,James Scapa ,$1.3 B,65,United States,software,Technology 
2190,Paul Sciarra ,$1.3 B,41,United States,Pinterest,Media & Entertainment 
2190,Albert Shigaboutdinov ,$1.3 B,69,Russia,"refinery, chemicals",Diversified 
2190,Nobutoshi Shimamura ,$1.3 B,96,Japan,retail,Fashion & Retail 
2190,Ron Sim ,$1.3 B,63,Singapore,retail,Fashion & Retail 
2190,Alexander Sixt ,$1.3 B,42,Germany,car rentals,Automotive 
2190,Konstantin Sixt ,$1.3 B,39,Germany,car rentals,Automotive 
2190,Terry Snow ,$1.3 B,78,Australia,"airports, real estate",Real Estate 
2190,Marco Squinzi ,$1.3 B,50,Italy,chemical products,Construction & Engineering 
2190,Veronica Squinzi ,$1.3 B,50,Italy,chemical products,Construction & Engineering 
2190,Manny Stul ,$1.3 B,72,Australia,toys,Manufacturing 
2190,Rustem Sulteev ,$1.3 B,68,Russia,"refinery, chemicals",Energy 
2190,Sehat Sutardja ,$1.3 B,60,United States,semiconductors,Technology 
2190,Tony Tan Caktiong ,$1.3 B,69,Philippines,food,Food & Beverage 
2190,Jim Thompson ,$1.3 B,82,United States,logistics,Logistics 
2190,Carmen Thyssen ,$1.3 B,78,Spain,"investments, art",Manufacturing 
2190,August Troendle ,$1.3 B,66,United States,pharmaceutical services,Healthcare 
2190,Joop van den Ende ,$1.3 B,80,Netherlands,TV shows,Media & Entertainment 
2190,Sekar Vembu ,$1.3 B,50,India,business software,Technology 
2190,Sandro Veronesi & family ,$1.3 B,62,Italy,fashion,Fashion & Retail 
2190,Wan Long ,$1.3 B,81,China,food,Food & Beverage 
2190,Han Wang ,$1.3 B,34,China,airline,Diversified 
2190,Wang Jianyi ,$1.3 B,59,China,fiber optic cables,Technology 
