Time,Sym,C/P,Exp,Strike,Spot,BidAsk,Orders,Vol,Prems,OI,Diff(%),ITM
7/23/2021 9:34,SQ,Call,7/30/2021,270,264.58,4.05,10,1.83K,688.45K,1.94K,2.26,1
7/23/2021 9:32,AMC,Call,9/17/2021,55,37.68,4.9,6,359,179.66K,3.97K,46.05,0
7/22/2021 15:49,SIX,Put,9/17/2021,40,40.4,3.05,5,1.45K,448.56K,291,1.26,1
7/22/2021 15:48,SEAS,Put,9/17/2021,46,46.1,4.05,5,1.14K,474.90K,7,0.26,1
7/22/2021 15:45,TAP,Call,1/21/2022,52.5,50.48,3.3,5,578,173.69K,590,5.15,0
7/22/2021 15:43,FANG,Call,8/20/2021,85,78.67,2.45,5,928,224.31K,1.98K,8.39,1
7/22/2021 15:25,CVS,Call,8/20/2021,82.5,82.44,2.23,5,970,212.36K,10.89K,0.14,1
7/22/2021 15:20,FSLR,Put,1/20/2023,70,83.46,8.47,5,557,477.35K,3.38K,19.1,0
7/22/2021 15:03,BG,Put,1/21/2022,72.5,75.05,4.75,6,1.17K,563.04K,2.02K,3.46,0
7/22/2021 14:53,NKE,Call,8/20/2021,165,163.59,2.99,13,3.78K,1.07M,17.64K,1.12,1
7/22/2021 14:51,TLRY,Call,3/18/2022,15,13.94,3.3,8,1.83K,611.71K,28,7.64,1
7/22/2021 14:51,WLTW,Put,9/17/2021,220,226.9,7.35,5,445,375.13K,30,3.01,1
7/22/2021 14:37,SKLZ,Put,8/20/2021,10,14.85,0.13,8,71.57K,1.78M,2.55K,48.91,1
7/22/2021 14:30,OSH,Call,11/19/2021,65,60.88,4.4,5,663,298.35K,907,6.77,1
7/22/2021 14:12,COF,Put,7/23/2021,160,160.93,2.33,6,785,203.34K,1.33K,0.33,1
7/22/2021 13:47,MELI,Call,7/23/2021,1600,1594.39,9.2,5,731,667.48K,172,0.74,1
7/22/2021 13:28,BP,Call,1/21/2022,25,23.68,1.47,5,1.00K,146.20K,34.66K,5.88,1
7/22/2021 13:26,PGR,Call,2/18/2022,95,92.94,4.6,10,595,285.60K,5,2.14,1
7/22/2021 13:20,QCOM,Put,8/20/2021,140,142.54,3.9,8,1.76K,688.38K,7.77K,1.82,1
7/22/2021 12:59,DISCA,Call,1/20/2023,30,28.26,5.25,10,1.49K,800.52K,35.10K,6.37,1
7/22/2021 12:31,SNPS,Put,9/3/2021,275,280.21,6.45,5,250,191.35K,0,1.73,0
7/22/2021 12:19,RIOT,Put,7/30/2021,29,29.23,1.73,6,4.63K,805.79K,9.99K,0.82,1
7/22/2021 11:38,NEM,Put,9/17/2021,60,60.06,2.73,8,1.38K,379.77K,6.08K,0.08,1
7/22/2021 11:31,CLOV,Call,8/20/2021,12.5,8.64,0.44,5,3.98K,204.21K,22.21K,38.95,0
7/22/2021 11:14,ORCL,Call,1/21/2022,97.5,90.99,4,8,1.10K,444.34K,198,7.14,1
7/22/2021 11:05,CRM,Call,8/20/2021,250,245.58,4.47,6,443,208.23K,12.47K,1.66,1
7/22/2021 10:58,CELU,Call,2/18/2022,15,10.14,0.88,5,2.32K,174.03K,413,53.36,0
7/22/2021 10:57,EBAY,Call,1/21/2022,80,71.51,2.73,7,986,270.99K,4.16K,12,1
7/22/2021 10:46,MRO,Call,9/17/2021,12,11.64,0.82,7,3.07K,257.75K,3.14K,2.77,1
7/22/2021 10:31,VXX,Call,1/21/2022,38,30.17,6.38,5,10.39K,6.70M,77,26.01,0
7/22/2021 10:30,DOCU,Call,7/23/2021,310,308.66,2.48,5,721,177.82K,1.41K,0.6,1
7/22/2021 10:27,CMG,Call,7/23/2021,1800,1777.14,6.4,5,309,245.28K,937,1.53,1
7/22/2021 10:23,AAL,Call,7/30/2021,22,21.39,0.34,8,10.39K,290.20K,5.04K,3.35,1
7/22/2021 10:21,ZIM,Call,1/21/2022,40,38.99,6.8,5,600,423.10K,3.71K,2.53,1
7/22/2021 10:17,WFC,Call,1/20/2023,55,45.38,2.97,8,786,237.67K,5.79K,21.21,0
7/22/2021 10:14,DQ,Put,8/20/2021,70,72.57,5.35,10,1.03K,504.18K,4.09K,5.01,1
7/22/2021 10:07,ASHR,Call,1/21/2022,41,40.15,1.94,6,14.86K,3.03M,6.09K,2.13,0
7/22/2021 10:07,ATVI,Put,1/21/2022,85,89.82,4.88,5,923,452.25K,8.54K,5.68,1
7/22/2021 10:06,TWTR,Call,8/20/2021,75,70.12,2.98,7,683,196.46K,28.45K,7.41,1
7/22/2021 9:55,FFIE,Call,8/20/2021,15,14.98,1.02,11,5.21K,543.04K,40.66K,0.38,1
7/22/2021 9:53,TXN,Put,9/17/2021,180,184.25,4.98,11,1.42K,716.60K,466,2.42,0
7/22/2021 9:52,VXX,Put,8/20/2021,27,30.28,1.13,5,6.46K,745.89K,13.15K,11.69,1
7/22/2021 9:49,AMZN,Call,7/23/2021,3650,3608.33,10.97,38,3.13K,3.71M,5.29K,1.1,1
7/22/2021 9:45,SNOW,Call,7/23/2021,272.5,265.15,1.43,5,1.71K,210.88K,434,2.91,1
7/22/2021 9:44,ARVN,Call,8/20/2021,90,87.71,6.9,6,450,333.95K,132,2.31,1
7/22/2021 9:40,COIN,Put,8/20/2021,220,227.53,12.15,7,791,935.55K,2.98K,3.9,0
7/22/2021 9:39,SOFI,Call,8/20/2021,17.5,16.07,1.01,5,2.45K,281.25K,24.93K,7.55,1
7/22/2021 9:39,LOGI,Put,9/17/2021,120,121.82,5.95,5,940,543.86K,623,1.67,1
7/22/2021 9:39,TAL,Put,8/20/2021,20,21.04,2.17,5,2.99K,650.01K,33.20K,5.16,1
7/22/2021 9:38,TAL,Put,8/20/2021,17.5,21.02,1.2,5,2.25K,279.21K,51.12K,19.88,1
7/22/2021 9:35,BAC,Put,1/20/2023,32,38.06,2.67,5,4.15K,1.17M,17.18K,18.92,0
7/22/2021 9:31,SQ,Call,7/23/2021,260,258.92,2.82,9,1.23K,339.69K,4.47K,0.44,1
7/22/2021 9:31,NVDA,Call,7/30/2021,200,197.8,4.1,6,583,225.60K,11.02K,1.29,1
7/22/2021 9:30,SHOP,Call,7/23/2021,1600,1583.42,14.25,5,446,581.03K,2.11K,1.05,1
7/21/2021 15:09,LHDX,Call,8/20/2021,7.5,7.44,1.15,5,1.59K,197.47K,1.46K,2.21,1
7/21/2021 14:58,MSFT,Put,1/21/2022,250,280.32,8.32,37,2.48K,2.08M,9.59K,12.13,0
7/21/2021 14:17,OXY,Call,9/17/2021,31,27.14,1.06,7,8.52K,895.54K,1.26K,14.3,1
7/21/2021 14:11,ADSK,Call,10/15/2021,300,299.72,17.77,10,941,1.64M,1.23K,0.2,1
7/21/2021 13:53,HOG,Call,11/19/2021,45,41.02,2.38,5,1.09K,276.85K,73,9.8,0
7/21/2021 13:19,TWTR,Call,7/23/2021,70,69.52,3.1,18,10.30K,3.23M,7.26K,0.78,1
7/21/2021 13:01,CAR,Call,8/20/2021,80,78.44,5.1,11,1.08K,545.52K,1.20K,2.19,1
7/21/2021 13:00,NVAX,Call,10/15/2021,260,212.71,17.95,11,1.73K,3.11M,1.31K,22.59,1
7/21/2021 12:53,ISEE,Call,12/17/2021,15,9.94,1.85,5,1.30K,255.53K,36,50.52,1
7/21/2021 12:51,ISEE,Put,10/15/2021,7.5,9.98,1.93,7,2.60K,507.98K,32,33.15,1
7/21/2021 12:51,LUV,Call,9/17/2021,55,53.08,1.96,5,1.87K,366.63K,20.38K,3.85,1
7/21/2021 12:51,MGI,Call,8/20/2021,13,11.33,0.67,6,2.73K,191.31K,15.52K,15.25,0
7/21/2021 12:46,LLY,Call,9/17/2021,250,236.66,4.67,7,782,369.47K,1.26K,5.64,1
7/21/2021 12:19,GOTU,Call,9/17/2021,12.5,10.87,1.27,6,2.43K,310.91K,84,15.08,0
7/21/2021 12:13,AHT,Call,8/20/2021,25,19.41,1.32,7,3.46K,462.38K,648,29.29,0
7/21/2021 12:06,DQ,Call,8/20/2021,80,75.15,4.8,6,658,285.00K,1.28K,8.71,1
7/21/2021 12:03,PLTR,Put,1/21/2022,22,22.48,2.88,23,2.21K,641.29K,30.00K,2.15,1
7/21/2021 12:03,FUTU,Call,7/23/2021,147,146.43,2.88,7,672,193.64K,79,0.42,1
7/21/2021 11:59,SOFI,Call,8/20/2021,15.5,15.47,1.29,5,1.20K,156.20K,1.30K,0.27,1
7/21/2021 11:58,DELL,Call,9/17/2021,100,96.56,2.9,5,1.03K,306.05K,38,3.55,1
7/21/2021 11:55,PFE,Call,1/21/2022,42,40.9,1.64,8,2.90K,473.92K,20.82K,2.76,1
7/21/2021 11:54,SPCE,Call,1/21/2022,40,32.73,6.42,10,1.10K,700.97K,8.85K,22.64,0
7/21/2021 11:52,LVS,Call,9/17/2021,50,49.04,2.6,5,1.30K,344.67K,7.40K,2.13,0
7/21/2021 11:43,TWTR,Put,8/20/2021,65,68.61,3.01,8,2.86K,872.60K,10.03K,5.55,1
7/21/2021 11:37,OXY,Call,1/21/2022,30,27.16,2.83,7,1.31K,370.74K,48.13K,11.09,1
7/21/2021 11:30,MCD,Put,7/30/2021,232.5,235.26,2.23,7,2.30K,520.70K,803,1.21,0
7/21/2021 11:24,ICLR,Put,8/20/2021,200,210.38,5.4,8,732,396.22K,58,5.16,0
7/21/2021 11:05,SNOW,Call,7/30/2021,275,259.23,2.88,14,2.66K,735.20K,593,6.16,1
7/21/2021 10:53,ZIM,Call,1/21/2022,40,39.28,7.05,6,450,320.63K,2.96K,1.86,1
7/21/2021 10:52,CX,Call,1/21/2022,9,8.16,0.78,6,4.08K,326.08K,5.26K,10.27,0
7/21/2021 10:46,BABA,Put,6/17/2022,170,210.04,11.58,12,3.02K,3.57M,4.54K,23.55,1
7/21/2021 10:34,SQ,Call,7/23/2021,255,252.23,2.48,34,7.92K,2.25M,1.82K,1.08,1
7/21/2021 10:30,RCL,Call,8/20/2021,78.5,77.61,3.85,5,1.04K,436.01K,1,0.46,1
7/21/2021 10:25,PFE,Call,12/17/2021,42,40.67,1.38,7,4.27K,593.62K,9.55K,3.23,1
7/21/2021 10:03,KO,Call,1/21/2022,57.5,56.99,2.2,5,3.56K,808.24K,13.29K,0.82,1
7/21/2021 10:03,F,Call,9/17/2021,15,14.24,0.65,7,25.85K,1.70M,83.04K,5.35,1
7/21/2021 10:01,SRNE,Call,1/21/2022,10,8.44,1.53,22,9.01K,1.40M,22.31K,18.1,0
7/21/2021 9:59,GOOGL,Call,7/23/2021,2570,2533.89,6.05,14,1.97K,1.03M,515,1.32,1
7/21/2021 9:52,PINS,Put,8/6/2021,70,70.54,4.27,7,1.97K,862.99K,98,0.62,1
7/21/2021 9:50,PETS,Put,8/20/2021,25,29.09,0.55,5,11.86K,762.43K,864,16.5,1
7/21/2021 9:48,CLF,Call,1/21/2022,22,20.55,3.45,7,1.01K,352.57K,11.25K,7.04,1
7/21/2021 9:45,MSFT,Call,7/23/2021,280,278.86,1.34,9,3.52K,454.14K,9.65K,0.41,1
7/21/2021 9:44,EXPE,Call,10/15/2021,175,160.69,6.62,14,6.72K,4.48M,3.89K,8.91,1
7/21/2021 9:43,LRCX,Call,7/30/2021,675,621.78,4.4,9,1.16K,509.66K,13,8.68,0
7/21/2021 9:39,IWM,Put,9/17/2021,210,220.35,4.68,19,21.31K,10.03M,52.17K,5.01,1
7/21/2021 9:37,X,Call,10/15/2021,25,22.8,1.8,6,2.33K,414.79K,7.36K,9.88,1
7/21/2021 9:35,SPY,Put,9/17/2021,412,432.95,5.96,17,10.61K,6.37M,7.95K,5.03,0
7/21/2021 9:34,TSLA,Call,7/23/2021,670,662.64,7.12,26,2.18K,1.47M,9.99K,1.33,1
7/21/2021 9:31,AMGN,Call,8/13/2021,247.5,245.65,5.12,6,900,482.55K,6,0.75,1
7/20/2021 15:55,SOFI,Put,1/20/2023,10,15.06,2.56,6,2.07K,542.92K,2.23K,51.02,0
7/20/2021 15:40,PSTG,Call,11/19/2021,22.5,19.9,1.43,5,2.04K,288.21K,4.41K,13.8,1
7/20/2021 15:39,ATVI,Call,9/17/2021,92.5,91.58,3.77,10,1.31K,486.53K,295,1.06,0
7/20/2021 15:04,BYD,Call,8/20/2021,55,54.46,2.95,6,2.05K,597.55K,189,1.06,1
7/20/2021 15:01,EDU,Call,8/20/2021,7.5,6.18,0.35,5,9.04K,330.90K,58.66K,22.66,0
7/20/2021 14:49,FSLR,Call,3/18/2022,100,82.84,5.08,12,1.30K,661.98K,5,20.78,1
7/20/2021 14:48,ABBV,Call,6/17/2022,135,115.74,2.87,5,557,165.33K,990,16.65,0
7/20/2021 14:42,FSLR,Call,1/21/2022,95,82.81,5.05,6,2.07K,1.06M,1.72K,14.74,1
7/20/2021 14:31,ZIM,Put,9/17/2021,35,37.94,3.1,5,485,152.25K,15,8.22,1
7/20/2021 14:22,RIG,Put,1/20/2023,3,3.42,1.1,5,3.00K,330.00K,24.68K,14.17,1
7/20/2021 14:09,BIDU,Call,8/6/2021,180,177.29,4.23,6,444,189.22K,195,1.54,1
7/20/2021 13:50,CCIV,Call,1/20/2023,25,23.47,8.38,8,978,820.10K,5.02K,8.11,0
7/20/2021 13:41,FSLR,Call,10/15/2021,90,82.89,3.88,5,751,297.73K,56,8.51,1
7/20/2021 13:31,AA,Call,7/30/2021,35,34.74,1.17,5,2.76K,288.38K,4.89K,2.39,1
7/20/2021 13:20,AYX,Put,2/18/2022,60,80.51,3.53,5,572,203.06K,76,34.17,0
7/20/2021 13:07,CX,Call,10/15/2021,9,7.89,0.38,5,7.30K,291.81K,41.42K,14.17,0
7/20/2021 12:57,PSX,Call,2/18/2022,80,72.18,3.55,12,1.53K,552.24K,17,10.74,1
7/20/2021 12:43,MU,Call,1/21/2022,80,75.62,5.9,6,496,296.04K,6.70K,5.74,1
7/20/2021 12:34,WFC,Call,1/20/2023,50,45.1,4.28,16,2.30K,967.55K,62.15K,11.37,1
7/20/2021 12:34,TRIP,Call,9/17/2021,36,35.66,2.83,5,1.32K,382.97K,121,1.01,1
7/20/2021 12:31,VLO,Call,11/19/2021,65,63.01,4.33,12,1.29K,562.27K,128,3.23,1
7/20/2021 12:18,EXPE,Call,8/20/2021,160,155.65,6.15,12,2.23K,1.35M,19.35K,2.96,1
7/20/2021 12:13,STNE,Call,9/17/2021,60,56.72,3.1,10,2.16K,683.44K,0,5.88,1
7/20/2021 11:59,WHR,Put,7/23/2021,210,213.18,4.6,8,3.17K,1.47M,153,1.52,1
7/20/2021 11:59,BMY,Call,8/20/2021,69,67.22,0.84,5,3.20K,267.70K,81,2.74,1
7/20/2021 11:55,PSTG,Call,1/21/2022,22.5,19.5,1.62,5,1.66K,270.25K,7.26K,16.37,1
7/20/2021 11:55,FDX,Call,10/15/2021,320,297.65,7.73,5,250,198.00K,1.40K,7.44,0
7/20/2021 11:51,VLO,Call,12/17/2021,65,63.4,4.9,5,505,248.00K,134,2.78,1
7/20/2021 11:46,EWZ,Put,8/20/2021,37,38.22,1.05,6,13.28K,1.46M,5.50K,3.02,1
7/20/2021 11:34,WISH,Call,9/17/2021,10,9.88,1.57,5,1.35K,217.10K,1.46K,0.55,1
7/20/2021 11:20,PLUG,Call,1/20/2023,45,26.28,4.38,14,1.22K,537.64K,931,71.34,0
7/20/2021 11:14,BB,Call,7/30/2021,10.5,10.44,0.51,5,4.13K,199.20K,1.19K,1.46,1
7/20/2021 10:58,LUV,Call,9/17/2021,55,50.36,1.33,7,7.11K,942.32K,9.66K,9.35,1
7/20/2021 10:45,DOCU,Call,7/23/2021,300,297.93,4.62,29,2.98K,1.20M,1.49K,1.44,1
7/20/2021 10:42,TIGR,Call,10/15/2021,20,16.72,1.95,5,2.58K,523.43K,1.89K,18.47,1
7/20/2021 10:42,BBBY,Call,1/21/2022,35,27.58,3.05,8,769,234.54K,3.07K,26.96,0
7/20/2021 10:40,GOOGL,Call,7/23/2021,2550,2509.34,5.15,10,1.38K,646.67K,718,1.72,1
7/20/2021 10:34,DAL,Call,9/17/2021,40,39.58,2.25,5,869,192.90K,4.60K,1.45,1
7/20/2021 10:33,MDT,Put,9/17/2021,125,125.46,3.9,5,1.08K,430.42K,352,0.43,1
7/20/2021 10:29,LYFT,Call,7/30/2021,52.5,51.96,1.39,6,2.25K,284.98K,1.66K,1.36,1
7/20/2021 10:29,CCL,Call,7/30/2021,21,20.35,0.6,11,11.89K,664.62K,2.14K,3.15,1
7/20/2021 10:27,PLCE,Call,9/17/2021,85,81.35,6.85,5,400,277.27K,310,4.49,1
7/20/2021 10:13,FCX,Call,9/17/2021,35,32.85,1.62,6,9.02K,1.47M,24.61K,6.57,1
7/20/2021 10:11,SLB,Call,9/17/2021,27.5,26.81,1.63,6,2.50K,410.04K,1.99K,2.61,1
7/20/2021 10:10,TECK,Put,11/19/2021,19,20.17,1.56,8,2.50K,403.31K,1.43K,6.12,0
7/20/2021 10:09,RDS/B,Call,1/20/2023,37.5,35.69,3.95,5,707,274.16K,4.61K,5.81,0
7/20/2021 10:05,VOD,Call,1/20/2023,17,15.69,1.25,5,1.06K,135.05K,1.42K,8.44,1
7/20/2021 10:02,JPM,Call,8/20/2021,150,148.82,3.62,8,1.21K,435.69K,10.73K,0.88,1
7/20/2021 9:58,GS,Call,7/23/2021,365,360.73,3.01,9,1.76K,481.89K,514,1.22,1
7/20/2021 9:55,UBER,Call,8/6/2021,46,45.49,1.86,11,5.90K,1.14M,139,1.11,1
7/20/2021 9:53,TSM,Call,8/20/2021,115,114.75,3.32,6,877,290.92K,6.30K,0.25,1
7/20/2021 9:51,BABA,Put,8/20/2021,205,208.26,6.25,7,1.61K,1.02M,9.95K,1.59,1
7/20/2021 9:47,AMGN,Put,8/20/2021,240,249.09,4.22,6,900,384.90K,3.69K,3.79,1
7/20/2021 9:42,BABA,Put,10/15/2021,190,208.54,6.08,5,252,153.96K,8.56K,9.8,1
7/20/2021 9:36,MSFT,Call,7/23/2021,280,277.08,1.41,7,2.34K,293.39K,11.73K,1.13,1
7/20/2021 9:33,SPY,Put,8/20/2021,415,425.11,5.91,39,32.17K,19.21M,40.35K,2.44,0
7/20/2021 9:33,FCX,Put,1/21/2022,30,32.15,2.98,5,1.00K,299.10K,21.34K,7.23,0
7/19/2021 15:57,SEAS,Call,8/20/2021,44,43.32,3.35,19,4.16K,1.24M,0,2.87,1
7/19/2021 15:57,WDC,Call,10/15/2021,65,62.86,4.52,7,1.51K,683.96K,242,3.48,1
7/19/2021 15:56,HLT,Put,8/20/2021,115,116.68,4.3,8,1.10K,479.92K,496,1.5,0
7/19/2021 15:43,FSLR,Put,8/13/2021,80,82.85,2.96,5,591,180.76K,9,3.49,1
7/19/2021 15:21,TTWO,Put,8/20/2021,160,168.4,4,5,1.24K,500.99K,561,5.25,1
7/19/2021 15:19,GILD,Put,1/21/2022,67.5,67.84,4.92,5,413,205.54K,6.50K,0.54,1
7/19/2021 14:52,NCLH,Call,3/18/2022,22.5,21.84,3.75,16,5.87K,2.21M,110,3.14,1
7/19/2021 14:32,SWKS,Put,7/30/2021,177.5,186.41,2.65,5,500,145.40K,53,4.85,1
7/19/2021 14:26,CX,Call,1/21/2022,10,7.55,0.33,5,21.89K,765.75K,15.22K,33.39,0
7/19/2021 14:18,SO,Call,8/20/2021,63.5,62.33,0.7,6,5.63K,421.95K,0,1.89,1
7/19/2021 14:07,HOG,Put,10/15/2021,40,41.72,2.83,6,1.25K,352.35K,2.62K,4.91,1
7/19/2021 14:05,RVLV,Put,7/30/2021,63,64.46,2.35,5,1.85K,461.63K,48,2.52,1
7/19/2021 14:02,RVLV,Put,7/23/2021,64,64.8,1.78,6,2.10K,413.24K,46,1.09,1
7/19/2021 13:40,AA,Call,1/21/2022,40,31.82,2.08,17,3.17K,657.54K,16.61K,25.79,1
7/19/2021 13:40,AA,Call,1/21/2022,35,31.82,3.48,13,2.18K,757.15K,3.76K,10.07,1
7/19/2021 13:36,DASH,Call,8/20/2021,190,175.37,7.2,6,515,367.20K,880,8.98,1
7/19/2021 13:08,FL,Call,8/20/2021,55,54.59,2.95,5,1.32K,403.78K,569,0.87,1
7/19/2021 12:30,XLE,Put,8/20/2021,45,46.56,1.38,5,10.27K,1.41M,21.93K,3.54,0
7/19/2021 12:28,NXPI,Put,10/15/2021,160,187.73,3.67,8,579,218.79K,592,17.37,0
7/19/2021 12:09,JACK,Call,8/20/2021,105,103.26,4.05,7,785,347.43K,520,1.61,1
7/19/2021 12:00,DVN,Call,8/20/2021,25,24.56,1.54,12,6.23K,954.04K,1.09K,1.74,1
7/19/2021 11:57,ORGN,Call,11/19/2021,7.5,6.92,0.9,5,3.20K,294.28K,737,8.38,1
7/19/2021 11:54,GOLD,Call,10/15/2021,21,20.42,0.94,5,2.22K,213.50K,1.11K,2.95,1
7/19/2021 11:52,NVAX,Call,10/15/2021,260,203.05,18.35,7,632,936.27K,761,34.98,1
7/19/2021 11:46,MNST,Call,9/17/2021,95,92.51,2.48,5,1.04K,260.63K,746,2.69,1
7/19/2021 11:34,PSTG,Call,11/19/2021,20,18.08,1.4,5,1.56K,221.99K,16.81K,12.16,1
7/19/2021 11:32,MAR,Call,10/15/2021,135,131.09,7.05,6,1.13K,786.41K,250,3.47,1
7/19/2021 11:24,FISV,Call,9/17/2021,110,107.14,3.25,6,1.12K,373.77K,926,2.7,1
7/19/2021 11:20,FANG,Call,1/21/2022,90,73.36,5.3,5,3.20K,1.75M,6.82K,22.56,1
7/19/2021 11:09,ACMR,Call,8/20/2021,95,76.46,1.88,5,1.72K,342.66K,94,25.72,1
7/19/2021 11:01,CCIV,Call,1/20/2023,25,22.12,7.98,6,659,530.50K,4.88K,14.31,0
7/19/2021 10:55,DISCA,Call,1/20/2023,30,27.62,5.55,16,2.08K,1.17M,32.23K,8.16,1
7/19/2021 10:51,ETSY,Call,8/20/2021,200,188.2,7.75,5,515,404.29K,1.71K,6.3,1
7/19/2021 10:47,YALA,Put,10/15/2021,12.5,15.45,1.27,5,1.43K,199.68K,2.54K,23.89,1
7/19/2021 10:47,DAL,Call,1/21/2022,40,38.33,3.48,25,3.93K,1.34M,15.88K,4.66,1
7/19/2021 10:43,PLTR,Call,1/20/2023,25,21.29,4.62,8,1.39K,645.70K,34.74K,18.14,1
7/19/2021 10:41,AR,Call,1/21/2022,16,12.69,1.17,5,4.22K,548.99K,2.20K,26.13,1
7/19/2021 10:40,SNOW,Call,7/23/2021,260,247.1,1.88,5,962,180.72K,1.46K,5.48,1
7/19/2021 10:39,RDS/B,Call,1/21/2022,37.5,35.81,2.25,5,785,178.01K,1.53K,4.78,0
7/19/2021 10:39,RCL,Call,9/17/2021,70,68.95,5.38,66,13.88K,7.23M,1.32K,1.88,1
7/19/2021 10:37,FLR,Call,1/21/2022,17.5,14.77,1.38,5,1.06K,153.40K,2.04K,18.6,1
7/19/2021 10:36,MOS,Call,8/20/2021,30,28.73,1.24,6,2.19K,259.09K,680,4.99,1
7/19/2021 10:27,NCLH,Call,1/21/2022,30,21.36,1.16,6,1.66K,197.73K,37.52K,39.06,0
7/19/2021 10:26,F,Call,1/20/2023,15,12.99,2.03,8,3.55K,706.68K,87.16K,16.05,1
7/19/2021 10:21,OSTK,Call,7/30/2021,80,79.08,5.42,6,537,283.87K,10,1.68,1
7/19/2021 10:20,LUV,Call,8/20/2021,50,47.72,1.28,5,2.22K,267.41K,1.20K,5.15,1
7/19/2021 10:15,BP,Put,8/20/2021,21,22.9,0.43,6,6.80K,287.85K,239,9.32,0
7/19/2021 10:12,LVS,Call,8/20/2021,50,46.43,1.11,6,2.24K,250.98K,4.95K,7.78,0
7/19/2021 10:11,STZ,Put,9/17/2021,220,221.08,6.9,7,827,570.63K,145,0.49,1
7/19/2021 10:06,DKNG,Put,7/15/2022,35,42.74,4.8,6,806,411.06K,3.41K,22.11,0
7/19/2021 10:00,VOD,Call,9/17/2021,16,15.66,0.57,5,22.86K,1.29M,3.82K,2.16,1
7/19/2021 10:00,MCD,Put,8/20/2021,230,230.96,4.55,5,530,243.80K,1.37K,0.42,1
7/19/2021 9:56,CLF,Call,1/21/2022,21,18.68,2.86,6,906,270.20K,4.14K,11.74,1
7/19/2021 9:56,C,Put,10/15/2021,62.5,64.82,2.74,5,974,254.26K,2.16K,4.2,0
7/19/2021 9:54,JPM,Put,9/17/2021,140,147.35,2.95,7,711,213.30K,4.21K,5.33,0
7/19/2021 9:54,PFE,Call,6/17/2022,45,40.12,1.2,7,2.28K,286.32K,10.60K,12.19,1
7/19/2021 9:48,TLRY,Call,12/17/2021,16,13.7,2.38,5,1.00K,238.80K,15.20K,16.79,1
7/19/2021 9:48,VIAC,Call,3/18/2022,40,39.95,5.25,8,1.40K,753.01K,55,0.22,1
7/19/2021 9:47,LRCX,Call,7/23/2021,620,585.47,2.26,5,1.20K,256.55K,70,6.2,1
7/19/2021 9:45,FB,Call,7/23/2021,342.5,339.51,3.01,9,834,246.35K,3.61K,1.1,1
7/19/2021 9:42,ORCL,Put,9/17/2021,87.5,87.61,3.85,9,3.17K,1.23M,5.62K,0.14,1
7/19/2021 9:33,SQ,Call,8/13/2021,237.5,226.81,7.95,13,4.00K,3.21M,2.40K,4.66,1
7/19/2021 9:32,IWM,Put,8/20/2021,206,211.07,4.64,5,7.12K,3.31M,54.30K,2.42,0
7/19/2021 9:32,IWM,Put,8/20/2021,201,211.07,3.24,10,4.47K,1.46M,3.76K,4.98,0
7/19/2021 9:31,BIDU,Put,8/20/2021,160,176.59,2.75,8,861,236.78K,1.20K,10.28,1
7/16/2021 15:53,DISCK,Call,12/17/2021,30,26.49,1.9,6,1.50K,292.75K,6.42K,12.98,1
7/16/2021 15:53,LYV,Call,8/20/2021,80,78.24,3.5,11,8.60K,3.01M,85,2.34,1
7/16/2021 15:50,TDUP,Put,8/20/2021,25,26.08,2.28,6,1.20K,313.10K,35,4.29,1
7/16/2021 15:44,FUBO,Put,8/20/2021,25,25.74,2.64,9,1.50K,396.69K,5.26K,3.03,1
7/16/2021 15:42,PSTG,Call,11/19/2021,20,18,1.38,5,2.40K,345.24K,13.69K,10.99,1
7/16/2021 15:40,VSAT,Put,12/17/2021,45,48.12,3.27,5,1.42K,505.17K,2.07K,6.97,0
7/16/2021 15:39,DIDI,Put,7/30/2021,10,11.86,0.28,6,13.25K,397.38K,1.45K,19.1,1
7/16/2021 15:17,CROX,Call,8/20/2021,120,112.27,4.45,10,1.61K,735.51K,314,7.11,1
7/16/2021 15:14,STEM,Put,10/15/2021,25,25.61,3.8,9,2.25K,876.65K,215,2.36,1
7/16/2021 15:09,SOXS,Call,8/20/2021,11,8.34,0.28,6,76.30K,2.04M,295,33.48,0
7/16/2021 15:05,NOW,Call,7/30/2021,600,557.64,5.35,5,322,178.50K,334,7.51,1
7/16/2021 14:51,EXPE,Call,8/20/2021,160,157.48,6.92,6,1.49K,1.00M,2.45K,1.69,1
7/16/2021 14:50,SKLZ,Put,7/23/2021,14,14.47,0.5,5,7.66K,397.77K,202,3.75,1
7/16/2021 14:40,EDU,Call,1/20/2023,15,6.47,0.68,5,2.46K,184.35K,1.85K,132.02,0
7/16/2021 14:40,FANG,Call,1/21/2022,90,78.51,6.8,5,2.75K,2.09M,9.53K,12.72,1
7/16/2021 14:34,LVS,Call,1/21/2022,55,48.09,2.69,17,4.70K,1.29M,3.38K,14.27,0
7/16/2021 14:22,WFC,Put,12/17/2021,40,44.31,1.71,12,3.66K,608.25K,3.11K,11.5,0
7/16/2021 14:15,TSN,Call,1/21/2022,75,71.64,2.88,5,1.31K,383.80K,2.29K,4.68,1
7/16/2021 13:55,DKNG,Put,10/15/2021,40,43.53,3.02,11,1.56K,452.18K,4.07K,10,0
7/16/2021 13:29,ET,Call,1/21/2022,10,9.85,0.89,5,7.40K,681.62K,63.54K,1.51,1
